0_images_name,0_labels,1_images_name,1_labels,2_images_name,2_labels,3_images_name,3_labels,4_images_name,4_labels
ISIC_0030445,0.0,ISIC_0028317,0.0,ISIC_0025709,0.0,ISIC_0028565,0.0,ISIC_0033911,0.0
ISIC_0033068,0.0,ISIC_0031494,0.0,ISIC_0032976,0.0,ISIC_0031718,0.0,ISIC_0033820,0.0
ISIC_0026081,0.0,ISIC_0032535,0.0,ISIC_0027616,0.0,ISIC_0031977,0.0,ISIC_0034087,0.0
ISIC_0033055,0.0,ISIC_0031550,0.0,ISIC_0031561,0.0,ISIC_0027033,0.0,ISIC_0034061,0.0
ISIC_0028655,0.0,ISIC_0025081,0.0,ISIC_0032389,0.0,ISIC_0026360,0.0,ISIC_0033569,0.0
ISIC_0032797,0.0,ISIC_0028901,0.0,ISIC_0031417,0.0,ISIC_0027776,0.0,ISIC_0034218,0.0
ISIC_0025414,0.0,ISIC_0029370,0.0,ISIC_0033272,0.0,ISIC_0026438,0.0,ISIC_0033942,0.0
ISIC_0030255,0.0,ISIC_0025500,0.0,ISIC_0027402,0.0,ISIC_0030083,0.0,ISIC_0033985,0.0
ISIC_0026558,0.0,ISIC_0032550,0.0,ISIC_0024911,0.0,ISIC_0030756,0.0,ISIC_0033700,0.0
ISIC_0028291,0.0,ISIC_0025132,0.0,ISIC_0028017,0.0,ISIC_0033183,0.0,ISIC_0034236,0.0
ISIC_0028288,0.0,ISIC_0029660,0.0,ISIC_0024367,0.0,ISIC_0033089,0.0,ISIC_0034246,0.0
ISIC_0032918,0.0,ISIC_0026989,0.0,ISIC_0027693,0.0,ISIC_0032915,0.0,ISIC_0033405,0.0
ISIC_0032441,0.0,ISIC_0030512,0.0,ISIC_0029502,0.0,ISIC_0033034,0.0,ISIC_0033801,0.0
ISIC_0030443,0.0,ISIC_0029937,0.0,ISIC_0032531,0.0,ISIC_0031586,0.0,ISIC_0034150,0.0
ISIC_0024630,0.0,ISIC_0032685,0.0,ISIC_0029538,0.0,ISIC_0025546,0.0,ISIC_0034117,0.0
ISIC_0030122,0.0,ISIC_0029575,0.0,ISIC_0030747,0.0,ISIC_0029271,0.0,ISIC_0034162,0.0
ISIC_0027620,0.0,ISIC_0031931,0.0,ISIC_0033029,0.0,ISIC_0027622,0.0,ISIC_0033662,0.0
ISIC_0030129,0.0,ISIC_0029473,0.0,ISIC_0028718,0.0,ISIC_0024333,0.0,ISIC_0033603,0.0
ISIC_0025265,0.0,ISIC_0032921,0.0,ISIC_0029606,0.0,ISIC_0027590,0.0,ISIC_0033518,0.0
ISIC_0029642,0.0,ISIC_0026877,0.0,ISIC_0030238,0.0,ISIC_0026746,0.0,ISIC_0033368,0.0
ISIC_0033275,0.0,ISIC_0028325,0.0,ISIC_0032313,0.0,ISIC_0031499,0.0,ISIC_0033533,0.0
ISIC_0030192,0.0,ISIC_0030760,0.0,ISIC_0032917,0.0,ISIC_0026954,0.0,ISIC_0033545,0.0
ISIC_0031741,0.0,ISIC_0032987,0.0,ISIC_0027420,0.0,ISIC_0029163,0.0,ISIC_0034222,0.0
ISIC_0024516,0.0,ISIC_0029146,0.0,ISIC_0031408,0.0,ISIC_0032845,0.0,ISIC_0033802,0.0
ISIC_0029353,0.0,ISIC_0025814,0.0,ISIC_0027904,0.0,ISIC_0033081,0.0,ISIC_0033619,0.0
ISIC_0033047,0.0,ISIC_0027144,0.0,ISIC_0025121,0.0,ISIC_0029021,0.0,ISIC_0033980,0.0
ISIC_0026735,0.0,ISIC_0026430,0.0,ISIC_0032192,0.0,ISIC_0030759,0.0,ISIC_0034065,0.0
ISIC_0029558,0.0,ISIC_0033286,0.0,ISIC_0024951,0.0,ISIC_0032331,0.0,ISIC_0034101,0.0
ISIC_0029885,0.0,ISIC_0029241,0.0,ISIC_0030440,0.0,ISIC_0031339,0.0,ISIC_0033369,0.0
ISIC_0025268,0.0,ISIC_0028352,0.0,ISIC_0025766,0.0,ISIC_0024482,0.0,ISIC_0033843,0.0
ISIC_0029726,0.0,ISIC_0025708,0.0,ISIC_0033240,0.0,ISIC_0030653,0.0,ISIC_0033469,0.0
ISIC_0032840,0.0,ISIC_0033004,0.0,ISIC_0033174,0.0,ISIC_0030681,0.0,ISIC_0033568,0.0
ISIC_0031479,0.0,ISIC_0027253,0.0,ISIC_0028215,0.0,ISIC_0025987,0.0,ISIC_0033344,0.0
ISIC_0025195,0.0,ISIC_0027387,0.0,ISIC_0028218,0.0,ISIC_0026950,0.0,ISIC_0033546,0.0
ISIC_0031908,0.0,ISIC_0033178,0.0,ISIC_0032958,0.0,ISIC_0024739,0.0,ISIC_0033586,0.0
ISIC_0028968,0.0,ISIC_0025085,0.0,ISIC_0026770,0.0,ISIC_0028760,0.0,ISIC_0034118,0.0
ISIC_0025145,0.0,ISIC_0033038,0.0,ISIC_0032645,0.0,ISIC_0033209,0.0,ISIC_0034094,0.0
ISIC_0032110,0.0,ISIC_0030047,0.0,ISIC_0032887,0.0,ISIC_0024410,0.0,ISIC_0033362,0.0
ISIC_0032888,0.0,ISIC_0027480,0.0,ISIC_0026622,0.0,ISIC_0031784,0.0,ISIC_0033428,0.0
ISIC_0027350,0.0,ISIC_0026996,0.0,ISIC_0026089,0.0,ISIC_0029318,0.0,ISIC_0033432,0.0
ISIC_0031295,0.0,ISIC_0026586,0.0,ISIC_0027126,0.0,ISIC_0033269,0.0,ISIC_0033624,0.0
ISIC_0032690,0.0,ISIC_0031821,0.0,ISIC_0028969,0.0,ISIC_0032862,0.0,ISIC_0033560,0.0
ISIC_0027561,0.0,ISIC_0032610,0.0,ISIC_0032244,0.0,ISIC_0028642,0.0,ISIC_0033807,0.0
ISIC_0029081,0.0,ISIC_0026847,0.0,ISIC_0031900,0.0,ISIC_0027838,0.0,ISIC_0033377,0.0
ISIC_0031186,0.0,ISIC_0024652,0.0,ISIC_0032287,0.0,ISIC_0025744,0.0,ISIC_0034049,0.0
ISIC_0030795,0.0,ISIC_0025035,0.0,ISIC_0025409,0.0,ISIC_0033304,0.0,ISIC_0033925,0.0
ISIC_0028211,0.0,ISIC_0028198,0.0,ISIC_0024962,0.0,ISIC_0026774,0.0,ISIC_0033946,0.0
ISIC_0032718,0.0,ISIC_0031844,0.0,ISIC_0027105,0.0,ISIC_0025891,0.0,ISIC_0033957,0.0
ISIC_0030754,0.0,ISIC_0030183,0.0,ISIC_0032552,0.0,ISIC_0026086,0.0,ISIC_0034313,0.0
ISIC_0032629,0.0,ISIC_0028900,0.0,ISIC_0029033,0.0,ISIC_0033122,0.0,ISIC_0033977,0.0
ISIC_0027282,0.0,ISIC_0026475,0.0,ISIC_0033180,0.0,ISIC_0032149,0.0,ISIC_0034074,0.0
ISIC_0028109,0.0,ISIC_0032476,0.0,ISIC_0032547,0.0,ISIC_0024640,0.0,ISIC_0033394,0.0
ISIC_0028114,0.0,ISIC_0030564,0.0,ISIC_0030187,0.0,ISIC_0032922,0.0,ISIC_0033454,0.0
ISIC_0025520,0.0,ISIC_0031203,0.0,ISIC_0032098,0.0,ISIC_0032036,0.0,ISIC_0033336,0.0
ISIC_0025589,0.0,ISIC_0031554,0.0,ISIC_0025439,0.0,ISIC_0025105,0.0,ISIC_0034275,0.0
ISIC_0025394,0.0,ISIC_0028460,0.0,ISIC_0030080,0.0,ISIC_0031146,0.0,ISIC_0033813,0.0
ISIC_0032466,0.0,ISIC_0029453,0.0,ISIC_0033051,0.0,ISIC_0031386,0.0,ISIC_0033878,0.0
ISIC_0031666,0.0,ISIC_0031890,0.0,ISIC_0024930,0.0,ISIC_0026113,0.0,ISIC_0034104,0.0
ISIC_0032790,0.0,ISIC_0032709,0.0,ISIC_0033216,0.0,ISIC_0026352,0.0,ISIC_0034294,0.0
ISIC_0028029,0.0,ISIC_0027502,0.0,ISIC_0032699,0.0,ISIC_0028915,0.0,ISIC_0034141,0.0
ISIC_0025927,0.0,ISIC_0029272,0.0,ISIC_0032684,0.0,ISIC_0028463,0.0,ISIC_0033812,0.0
ISIC_0026796,0.0,ISIC_0025127,0.0,ISIC_0024961,0.0,ISIC_0028467,0.0,ISIC_0033968,0.0
ISIC_0032750,0.0,ISIC_0029265,0.0,ISIC_0030486,0.0,ISIC_0032095,0.0,ISIC_0033654,0.0
ISIC_0030390,0.0,ISIC_0032736,0.0,ISIC_0028442,0.0,ISIC_0028898,0.0,ISIC_0033834,0.0
ISIC_0027063,0.0,ISIC_0028418,0.0,ISIC_0030552,0.0,ISIC_0032722,0.0,ISIC_0033595,0.0
ISIC_0027302,0.0,ISIC_0025153,0.0,ISIC_0028227,0.0,ISIC_0029893,0.0,ISIC_0033643,0.0
ISIC_0027190,0.0,ISIC_0024865,0.0,ISIC_0032936,0.0,ISIC_0032927,0.0,ISIC_0033975,0.0
ISIC_0027359,0.0,ISIC_0028897,0.0,ISIC_0028412,0.0,ISIC_0032617,0.0,ISIC_0033644,0.0
ISIC_0032653,0.0,ISIC_0032533,0.0,ISIC_0025603,0.0,ISIC_0033268,0.0,ISIC_0034012,0.0
ISIC_0031005,0.0,ISIC_0032564,0.0,ISIC_0032662,0.0,ISIC_0030623,0.0,ISIC_0034269,0.0
ISIC_0029513,0.0,ISIC_0027863,0.0,ISIC_0032207,0.0,ISIC_0024323,0.0,ISIC_0034145,0.0
ISIC_0029238,0.0,ISIC_0026823,0.0,ISIC_0032698,0.0,ISIC_0030031,0.0,ISIC_0033872,0.0
ISIC_0033245,0.0,ISIC_0028069,0.0,ISIC_0031118,0.0,ISIC_0025748,0.0,ISIC_0033578,0.0
ISIC_0028082,0.0,ISIC_0032993,0.0,ISIC_0027102,0.0,ISIC_0031670,0.0,ISIC_0034034,0.0
ISIC_0033325,0.0,ISIC_0031013,0.0,ISIC_0026892,0.0,ISIC_0025674,0.0,ISIC_0034051,0.0
ISIC_0027651,0.0,ISIC_0024987,0.0,ISIC_0031350,0.0,ISIC_0026115,0.0,ISIC_0033653,0.0
ISIC_0025451,0.0,ISIC_0027067,0.0,ISIC_0030032,0.0,ISIC_0025219,0.0,ISIC_0034064,0.0
ISIC_0025531,0.0,ISIC_0028219,0.0,ISIC_0032833,0.0,ISIC_0031999,0.0,ISIC_0033754,0.0
ISIC_0028899,0.0,ISIC_0026500,0.0,ISIC_0027797,0.0,ISIC_0025663,0.0,ISIC_0034022,0.0
ISIC_0030843,0.0,ISIC_0025128,0.0,ISIC_0031517,0.0,ISIC_0027552,0.0,ISIC_0033594,0.0
ISIC_0026188,0.0,ISIC_0032182,0.0,ISIC_0032913,0.0,ISIC_0025791,0.0,ISIC_0033819,0.0
ISIC_0025550,0.0,ISIC_0029591,0.0,ISIC_0024940,0.0,ISIC_0027089,0.0,ISIC_0033696,0.0
ISIC_0027171,0.0,ISIC_0030883,0.0,ISIC_0027328,0.0,ISIC_0032372,0.0,ISIC_0034262,0.0
ISIC_0028126,0.0,ISIC_0024929,0.0,ISIC_0032569,0.0,ISIC_0025904,0.0,ISIC_0033570,0.0
ISIC_0026664,0.0,ISIC_0033175,0.0,ISIC_0031953,0.0,ISIC_0032604,0.0,ISIC_0034211,0.0
ISIC_0033166,0.0,ISIC_0028051,0.0,ISIC_0033274,0.0,ISIC_0025413,0.0,ISIC_0034170,0.0
ISIC_0032583,0.0,ISIC_0032968,0.0,ISIC_0027659,0.0,ISIC_0031642,0.0,ISIC_0034106,0.0
ISIC_0026853,0.0,ISIC_0028306,0.0,ISIC_0030950,0.0,ISIC_0028537,0.0,ISIC_0034085,0.0
ISIC_0032638,0.0,ISIC_0027260,0.0,ISIC_0032836,0.0,ISIC_0032622,0.0,ISIC_0033612,0.0
ISIC_0026296,0.0,ISIC_0026963,0.0,ISIC_0033141,0.0,ISIC_0033241,0.0,ISIC_0033863,0.0
ISIC_0027487,0.0,ISIC_0030970,0.0,ISIC_0030575,0.0,ISIC_0026897,0.0,ISIC_0033663,0.0
ISIC_0024886,0.0,ISIC_0025592,0.0,ISIC_0029562,0.0,ISIC_0032017,0.0,ISIC_0033500,0.0
ISIC_0028965,0.0,ISIC_0029740,0.0,ISIC_0025155,0.0,ISIC_0028103,0.0,ISIC_0033573,0.0
ISIC_0026009,0.0,ISIC_0027163,0.0,ISIC_0032807,0.0,ISIC_0028285,0.0,ISIC_0034006,0.0
ISIC_0027155,0.0,ISIC_0024875,0.0,ISIC_0026571,0.0,ISIC_0026531,0.0,ISIC_0034208,0.0
ISIC_0032044,0.0,ISIC_0032823,0.0,ISIC_0024733,0.0,ISIC_0030366,0.0,ISIC_0034202,0.0
ISIC_0028003,0.0,ISIC_0024546,0.0,ISIC_0024571,0.0,ISIC_0024647,0.0,ISIC_0033429,0.0
ISIC_0026247,0.0,ISIC_0028579,0.0,ISIC_0032988,0.0,ISIC_0027060,0.0,ISIC_0033725,0.0
ISIC_0027604,0.0,ISIC_0027300,0.0,ISIC_0033050,0.0,ISIC_0028065,0.0,ISIC_0034059,0.0
ISIC_0026281,0.0,ISIC_0027277,0.0,ISIC_0030060,0.0,ISIC_0027673,0.0,ISIC_0033806,0.0
ISIC_0029434,0.0,ISIC_0032975,0.0,ISIC_0031189,0.0,ISIC_0030604,0.0,ISIC_0033831,0.0
ISIC_0028984,0.0,ISIC_0033192,0.0,ISIC_0028056,0.0,ISIC_0027793,0.0,ISIC_0033956,0.0
ISIC_0024315,0.0,ISIC_0032204,0.0,ISIC_0030223,0.0,ISIC_0030929,0.0,ISIC_0033416,0.0
ISIC_0032509,0.0,ISIC_0032219,0.0,ISIC_0032447,0.0,ISIC_0027663,0.0,ISIC_0033562,0.0
ISIC_0031498,0.0,ISIC_0029819,0.0,ISIC_0024702,0.0,ISIC_0033024,0.0,ISIC_0034089,0.0
ISIC_0030616,0.0,ISIC_0026754,0.0,ISIC_0025363,0.0,ISIC_0031543,0.0,ISIC_0033470,0.0
ISIC_0031369,0.0,ISIC_0025835,0.0,ISIC_0032812,0.0,ISIC_0032879,0.0,ISIC_0033487,0.0
ISIC_0030119,0.0,ISIC_0026229,0.0,ISIC_0029172,0.0,ISIC_0032695,0.0,ISIC_0033901,0.0
ISIC_0024701,0.0,ISIC_0029995,0.0,ISIC_0032511,0.0,ISIC_0028548,0.0,ISIC_0033559,0.0
ISIC_0032400,0.0,ISIC_0027560,0.0,ISIC_0032424,0.0,ISIC_0026120,0.0,ISIC_0034092,0.0
ISIC_0033320,0.0,ISIC_0032626,0.0,ISIC_0029574,0.0,ISIC_0028041,0.0,ISIC_0033444,0.0
ISIC_0028582,0.0,ISIC_0027069,0.0,ISIC_0030324,0.0,ISIC_0032960,0.0,ISIC_0033728,0.0
ISIC_0024554,0.0,ISIC_0027742,0.0,ISIC_0026596,0.0,ISIC_0029454,0.0,ISIC_0034253,0.0
ISIC_0032269,0.0,ISIC_0032730,0.0,ISIC_0025800,0.0,ISIC_0031170,0.0,ISIC_0034205,0.0
ISIC_0028410,0.0,ISIC_0031368,0.0,ISIC_0028709,0.0,ISIC_0024792,0.0,ISIC_0033426,0.0
ISIC_0033302,0.0,ISIC_0025955,0.0,ISIC_0033226,0.0,ISIC_0032586,0.0,ISIC_0033752,0.0
ISIC_0032425,0.0,ISIC_0028022,0.0,ISIC_0032672,0.0,ISIC_0028512,0.0,ISIC_0033717,0.0
ISIC_0026420,0.0,ISIC_0025941,0.0,ISIC_0024958,0.0,ISIC_0033042,0.0,ISIC_0033848,0.0
ISIC_0033099,0.0,ISIC_0032197,0.0,ISIC_0030333,0.0,ISIC_0031915,0.0,ISIC_0033440,0.0
ISIC_0027263,0.0,ISIC_0028584,0.0,ISIC_0025235,0.0,ISIC_0024400,0.0,ISIC_0034036,0.0
ISIC_0030901,0.0,ISIC_0032766,0.0,ISIC_0029028,0.0,ISIC_0032726,0.0,ISIC_0033931,0.0
ISIC_0032220,0.0,ISIC_0025313,0.0,ISIC_0030932,0.0,ISIC_0030211,0.0,ISIC_0033773,0.0
ISIC_0028445,0.0,ISIC_0027832,0.0,ISIC_0032522,0.0,ISIC_0027872,0.0,ISIC_0034046,0.0
ISIC_0032751,0.0,ISIC_0033299,0.0,ISIC_0025450,0.0,ISIC_0033198,0.0,ISIC_0033651,0.0
ISIC_0025489,0.0,ISIC_0032152,0.0,ISIC_0030521,0.0,ISIC_0031557,0.0,ISIC_0033995,0.0
ISIC_0028086,0.0,ISIC_0032537,0.0,ISIC_0024675,0.0,ISIC_0024729,0.0,ISIC_0034028,0.0
ISIC_0028228,0.0,ISIC_0024900,0.0,ISIC_0027234,0.0,ISIC_0031598,0.0,ISIC_0033538,0.0
ISIC_0024853,0.0,ISIC_0031941,0.0,ISIC_0033120,0.0,ISIC_0028326,0.0,ISIC_0033710,0.0
ISIC_0028746,0.0,ISIC_0032420,0.0,ISIC_0033023,0.0,ISIC_0032870,0.0,ISIC_0034239,0.0
ISIC_0025543,0.0,ISIC_0027187,0.0,ISIC_0031310,0.0,ISIC_0032637,0.0,ISIC_0034172,0.0
ISIC_0026207,0.0,ISIC_0033114,0.0,ISIC_0031972,0.0,ISIC_0030423,0.0,ISIC_0033611,0.0
ISIC_0032981,0.0,ISIC_0032782,0.0,ISIC_0029780,0.0,ISIC_0024545,0.0,ISIC_0033704,0.0
ISIC_0026930,0.0,ISIC_0031565,0.0,ISIC_0032597,0.0,ISIC_0032603,0.0,ISIC_0033655,0.0
ISIC_0025732,0.0,ISIC_0027261,0.0,ISIC_0033287,0.0,ISIC_0031034,0.0,ISIC_0034289,0.0
ISIC_0031746,0.0,ISIC_0031087,0.0,ISIC_0030695,0.0,ISIC_0026369,0.0,ISIC_0033424,0.0
ISIC_0030002,0.0,ISIC_0026802,0.0,ISIC_0031389,0.0,ISIC_0028543,0.0,ISIC_0034242,0.0
ISIC_0029363,0.0,ISIC_0029651,0.0,ISIC_0032526,0.0,ISIC_0031239,0.0,ISIC_0034132,0.0
ISIC_0024449,0.0,ISIC_0024806,0.0,ISIC_0024864,0.0,ISIC_0028415,0.0,ISIC_0033668,0.0
ISIC_0030171,0.0,ISIC_0027964,0.0,ISIC_0032724,0.0,ISIC_0028489,0.0,ISIC_0033881,0.0
ISIC_0029632,0.0,ISIC_0030910,0.0,ISIC_0031957,0.0,ISIC_0029909,0.0,ISIC_0033415,0.0
ISIC_0032504,0.0,ISIC_0032984,0.0,ISIC_0025963,0.0,ISIC_0026916,0.0,ISIC_0033856,0.0
